***************************************************************
Quartus is a registered trademark of Intel Corporation in the
US and other countries.  Portions of the Quartus Prime software
code, and other portions of the code included in this download
or on this DVD, are licensed to Intel Corporation and are the
copyrighted property of third parties. For license details,
refer to the End User License Agreement at
http://fpgasoftware.intel.com/eula.
***************************************************************

2023.03.08.08:34:12 Info: Doing: qsys-script --pro --quartus-project=none --cmd=source /tmp/arc_694086162/alt9424_4077773134413491667.dir/0100_hbm_0_gen/params.tcl --script=/nfs/site/disks/swbld_archive_3/acds/22.4/94/linux64/quartus/../ip/altera/hbm/ip_top/ex_design/make_qsys.tcl
2023.03.08.08:34:17 Info: create_system 
2023.03.08.08:34:17 Info: set_project_property DEVICE_FAMILY Stratix 10
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_8 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_7 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_7 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_7 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_6 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_6 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_6 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_5 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_5 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_5 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_4 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_4 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_4 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_3 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_3 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_3 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_2 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_2 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_2 0.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_1 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_1 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_1 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_0 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_0 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_EXTRA_CLK_DESIRED_DUTY_CYCLE_GUI_0 50.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_BACKPRESSURE_LATENCY CYCLE_0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_BACKPRESSURE_LATENCY CYCLE_0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_BACKPRESSURE_LATENCY CYCLE_0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TST_TRIGGER false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TST_TRIGGER false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TST_TRIGGER false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RMW_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RMW_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RMW_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_WL 6
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_WL 6
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_WL 6
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_TEMP101_THROTTLE_RATIO 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_TEMP101_THROTTLE_RATIO 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_TEMP101_THROTTLE_RATIO 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RFSH_POST_UPPER_LIMIT 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RFSH_POST_UPPER_LIMIT 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RFSH_POST_UPPER_LIMIT 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_AXI_SWITCH_3_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_AXI_SWITCH_3_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_AXI_SWITCH_3_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_CB_RVALID_GATE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_CB_RVALID_GATE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_CB_RVALID_GATE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design DIAG_RUN_STRESS_STAGE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 DIAG_RUN_STRESS_STAGE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 DIAG_RUN_STRESS_STAGE false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_2_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_2_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_2_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_HBMC_OFFSET 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_HBMC_OFFSET 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_HBMC_OFFSET 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_HBMC_RATE_VALUE RATE_HALF
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_HBMC_RATE_VALUE RATE_HALF
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_HBMC_RATE_VALUE RATE_HALF
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_HBM_CLOCK_PS 1250
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_HBM_CLOCK_PS 1250
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_HBM_CLOCK_PS 1250
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_RL 18
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_RL 18
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_RL 18
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_SELF_RFSH_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_SELF_RFSH_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_SELF_RFSH_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_WCQ_LWM 8
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_WCQ_LWM 8
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_WCQ_LWM 8
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_WDB_RSVD_ENTRY 32
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_WDB_RSVD_ENTRY 32
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_WDB_RSVD_ENTRY 32
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TEMP010_ON_TIME 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TEMP010_ON_TIME 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TEMP010_ON_TIME 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_TEMP101_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_TEMP101_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_TEMP101_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_WL_OVERRIDE 7
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_WL_OVERRIDE 7
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_WL_OVERRIDE 7
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_CH3_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_ATI_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_ATI_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_ATI_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design TRAIT_SUPPORTS_VID 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 TRAIT_SUPPORTS_VID 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 TRAIT_SUPPORTS_VID 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design DIAG_RD_PAR_DERR false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 DIAG_RD_PAR_DERR false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 DIAG_RD_PAR_DERR false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RD_STRB_IDLE_THRESHOLD 50
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RD_STRB_IDLE_THRESHOLD 50
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RD_STRB_IDLE_THRESHOLD 50
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design CTRL_CH0_BL_ADVC_VAL 3
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 CTRL_CH0_BL_ADVC_VAL 3
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 CTRL_CH0_BL_ADVC_VAL 3
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PCH_PB_TO_VALID 7
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PCH_PB_TO_VALID 7
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PCH_PB_TO_VALID 7
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_USER_DATA_WIDTH B256
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_USER_DATA_WIDTH B256
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_USER_DATA_WIDTH B256
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_PC1_RDEN_ON 5
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_PC1_RDEN_ON 5
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_PC1_RDEN_ON 5
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_2_MASTER_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_2_MASTER_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_2_MASTER_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TEMP101_ON_TIME 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TEMP101_ON_TIME 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TEMP101_ON_TIME 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design SYS_INFO_DEVICE_SPEEDGRADE 2
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 SYS_INFO_DEVICE_SPEEDGRADE 2
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 SYS_INFO_DEVICE_SPEEDGRADE 2
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RFSH_AB_TO_PB_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RFSH_AB_TO_PB_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RFSH_AB_TO_PB_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_USER_REF_CLK_FREQ_MHZ 200.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_USER_REF_CLK_FREQ_MHZ 200.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_USER_REF_CLK_FREQ_MHZ 200.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_TEMP011_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_TEMP011_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_TEMP011_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design ASIC_MODE_SKIP_LYNX_ONLY_RESET_INTERRUPT false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 ASIC_MODE_SKIP_LYNX_ONLY_RESET_INTERRUPT false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 ASIC_MODE_SKIP_LYNX_ONLY_RESET_INTERRUPT false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design DIAG_EXPORT_F2C_SLAVE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 DIAG_EXPORT_F2C_SLAVE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 DIAG_EXPORT_F2C_SLAVE false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_RFSH_PB_TO_RFSH_PB_OFFSET 3
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_RFSH_PB_TO_RFSH_PB_OFFSET 3
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_RFSH_PB_TO_RFSH_PB_OFFSET 3
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_RFSH_MODE RFSH_MODE_CTRL_RFSH_ALL
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_RFSH_MODE RFSH_MODE_CTRL_RFSH_ALL
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_RFSH_MODE RFSH_MODE_CTRL_RFSH_ALL
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design DIAG_RW_DATA_MONITOR false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 DIAG_RW_DATA_MONITOR false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 DIAG_RW_DATA_MONITOR false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_CB_MAJOR_MODE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_CB_MAJOR_MODE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_CB_MAJOR_MODE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RFSH_PB_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RFSH_PB_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RFSH_PB_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design DIAG_SBE_ECC false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 DIAG_SBE_ECC false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 DIAG_SBE_ECC false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TEMP101_NO_OF_RFSH_BEFORE_SELF_RFSH 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TEMP101_NO_OF_RFSH_BEFORE_SELF_RFSH 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TEMP101_NO_OF_RFSH_BEFORE_SELF_RFSH 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC1_ATA_SBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC1_ATA_SBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC1_ATA_SBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_MEM_CLK_FREQ_MHZ 800.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_MEM_CLK_FREQ_MHZ 800.0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_MEM_CLK_FREQ_MHZ 800.0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_ADVANCED_PARAM_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_ADVANCED_PARAM_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_ADVANCED_PARAM_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_TEMP100_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_TEMP100_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_TEMP100_RFSH_PERIOD 1558
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design SYS_INFO_DEVICE_DIE_REVISIONS HSSI_CRETE2E_REVB MAIN_ND4H_REVB UIB_HBM_REVB
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 SYS_INFO_DEVICE_DIE_REVISIONS HSSI_CRETE2E_REVB MAIN_ND4H_REVB UIB_HBM_REVB
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 SYS_INFO_DEVICE_DIE_REVISIONS HSSI_CRETE2E_REVB MAIN_ND4H_REVB UIB_HBM_REVB
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design CTRL_CH0_CLONE_OF_ID_STR None
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 CTRL_CH0_CLONE_OF_ID_STR None
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 CTRL_CH0_CLONE_OF_ID_STR None
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_USER_CORE_REF_CLK_FREQ_MHZ 300.0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 PHY_USER_CORE_REF_CLK_FREQ_MHZ 300.0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 PHY_USER_CORE_REF_CLK_FREQ_MHZ 300.0
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_WTR_SBG 7
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_WTR_SBG 7
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_WTR_SBG 7
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_TEMP111_THROTTLE_RATIO 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_TEMP111_THROTTLE_RATIO 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_TEMP111_THROTTLE_RATIO 0
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_1_MASTER_HONOR_REQ 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 PHY_SW_1_MASTER_HONOR_REQ 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 PHY_SW_1_MASTER_HONOR_REQ 0
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_SELF_RFSH_CK_DIS_EN true
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_SELF_RFSH_CK_DIS_EN true
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_SELF_RFSH_CK_DIS_EN true
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_RFSH_PB_TO_RFSH_PB 5
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_RFSH_PB_TO_RFSH_PB 5
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_RFSH_PB_TO_RFSH_PB 5
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design DIAG_TG_SEQUENCE TG_SEQUENCE_RANDOM
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 DIAG_TG_SEQUENCE TG_SEQUENCE_RANDOM
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 DIAG_TG_SEQUENCE TG_SEQUENCE_RANDOM
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_UFI_TRDEN 23
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_UFI_TRDEN 23
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_UFI_TRDEN 23
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design PHY_UFIP2CPTRDLY 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 PHY_UFIP2CPTRDLY 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 PHY_UFIP2CPTRDLY 0
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_SCR_SEEDSEL 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_SCR_SEEDSEL 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_SCR_SEEDSEL 0
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_MMR_USER_BYTEENABLE 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_MMR_USER_BYTEENABLE 0
2023.03.08.08:34:27 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_MMR_USER_BYTEENABLE 0
2023.03.08.08:34:27 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_HBM_PARAM_TYPE HBM_PARAM_MIN
